price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement
1576893.0683329522,2,3.0,965,1007,4,5534,0
2206777.388434251,2,4.0,2569,3082,1,7275,0
2720708.833510072,6,2.0,2943,5897,4,7165,0
3612675.0538444575,4,1.0,9924,10353,2,3269,6655
2912028.8043613066,4,3.0,8836,2703,4,3272,5564
2885483.9342422225,3,4.0,7063,6227,2,5885,1178
2915107.061370706,5,3.0,8016,12571,2,1585,6431
2732632.611843365,3,5.0,3548,9331,4,5705,0
1713676.4513094798,5,3.0,4542,4432,1,2470,2072
2288185.441840205,2,2.0,4639,11394,3,4128,511
1724927.3036682566,1,5.0,4702,1658,1,1724,2978
3181152.603803202,3,3.0,6624,13600,2,4284,2340
3419021.652442273,3,2.0,8273,14529,1,2139,6134
1308339.050673236,5,1.0,1787,5661,1,2336,0
3638179.2487497227,2,4.0,8801,14838,1,4058,4743
3578502.008941245,2,4.0,8003,14534,3,6216,1787
1945701.0659988292,7,1.0,5319,4437,4,1197,4122
1659560.4329488922,5,2.0,3290,3748,3,3666,0
1607541.8587546223,2,4.0,1361,9593,1,4277,0
3421907.740456771,6,5.0,9152,8514,4,1766,7386
1860725.6203778624,4,3.0,1604,7527,1,4840,0
2114700.2995446217,7,4.0,5874,1851,2,724,5150
1962268.9019752021,6,3.0,1243,3708,1,5566,0
1717845.3958515888,1,2.0,2910,4868,4,4266,0
2543984.7701328355,3,1.0,5493,12370,3,2660,2833
3737153.6958240573,7,2.0,9134,9974,3,3238,5896
1159184.9864061896,1,3.0,2333,8509,1,699,1634
2026703.9290925688,3,5.0,1385,9534,3,5948,0
2493267.6005686317,4,2.0,4104,2786,4,7432,0
2102531.174172152,2,3.0,5857,3903,3,2338,3519
3760760.8999810363,6,1.0,7589,13863,3,7568,21
2073209.587220786,5,4.0,3721,9973,1,1819,1902
3160689.525504434,6,5.0,8843,4748,4,3190,5653
3020293.030145561,4,2.0,7437,7646,4,5900,1537
2359700.20267318,1,3.0,2096,7709,2,6767,0
3621466.9923581183,5,1.0,9642,2338,3,7422,2220
1574181.3944472407,2,3.0,2992,7783,4,1617,1375
3763083.2894580187,4,2.0,9423,6306,2,7756,1667
2097839.1004632916,5,3.0,4833,4796,1,2750,2083
2152941.409664234,4,4.0,1038,3870,2,7381,0
3927248.171453206,4,3.0,8663,14738,2,7755,908
898601.7478330788,2,2.0,1268,1691,4,2339,0
2969312.4913114696,7,2.0,3356,4878,2,7827,0
3335391.745278412,3,4.0,7405,4916,1,7542,0
2270763.9478785,5,3.0,2621,1658,4,6560,0
3028779.9895809055,2,2.0,6053,9375,4,7244,0
1377025.0960596185,4,4.0,513,14987,4,621,0
2235871.0123387394,2,3.0,5207,10395,4,3168,2039
3187698.9955671625,7,2.0,4990,6419,1,7943,0
3125020.715943287,3,1.0,8882,6933,1,3819,5063
3161485.448232609,6,5.0,6493,11336,1,4999,1494
1570150.1603619007,5,2.0,3364,2703,3,2342,1022
3272293.0430315,3,5.0,8105,5431,1,6724,1381
3100270.3718935074,1,3.0,4602,12444,2,7687,0
1515880.1810509542,5,3.0,1604,6560,4,1989,0
2254197.583567704,3,4.0,3312,1402,2,6508,0
2752242.285143118,4,1.0,6631,9164,1,3797,2834
1995197.402881104,5,2.0,1151,8979,3,5651,0
2830805.36392253,5,2.0,7128,9427,3,2235,4893
2696976.360304206,2,4.0,8331,1605,4,2717,5614
2104097.7559499266,4,3.0,1301,9414,1,5229,0
2511393.965783299,1,2.0,5044,14203,3,4547,497
3304942.9431722686,6,2.0,6928,8979,2,7578,0
2766939.4828118295,7,3.0,4640,5010,3,6553,0
2005537.571762415,3,2.0,2052,1622,4,6323,0
2459991.9771351656,2,2.0,3292,12526,3,5623,0
1711334.646771438,3,2.0,3223,2833,1,3798,0
2188758.775510485,1,3.0,6076,11301,2,623,5453
2070851.9965443565,1,2.0,2522,10444,4,4815,0
2568411.98629508,5,3.0,5170,9430,4,5298,0
3507181.499311618,7,4.0,4688,13033,3,6878,0
1976576.6898433086,1,5.0,1103,6845,4,5424,0
2971999.8948156196,3,4.0,7528,6708,3,4061,3467
3001257.745459435,4,3.0,7650,7701,2,5441,2209
2811242.1087205694,4,4.0,7396,7899,3,3448,3948
4115992.4815070485,5,5.0,9018,10765,4,6837,2181
3206938.285057927,6,3.0,6462,13894,2,5925,537
3191813.9173652455,3,3.0,8478,3432,3,5707,2771
1595983.2843541354,3,1.0,3275,6038,4,630,2645
2030042.7970338985,1,5.0,4139,7506,4,3594,545
3852601.3740193234,7,2.0,9282,10356,1,7038,2244
2106318.68903582,3,1.0,1938,13859,3,5401,0
1781383.7523934457,2,3.0,1350,10168,3,4011,0
2308003.8683968238,6,4.0,939,10151,3,6550,0
3334178.6989396294,1,3.0,8300,6571,2,7604,696
2882115.9770080615,2,4.0,7357,12370,2,2809,4548
2655005.7335790847,5,4.0,7075,3334,1,3897,3178
1989259.3795034185,4,3.0,3408,13278,1,2203,1205
2891026.7601407836,5,3.0,5693,4424,1,7410,0
1212460.1397896758,4,3.0,1757,7029,4,1558,199
2407278.1432626997,5,5.0,2044,12476,4,4992,0
2075981.8909449335,3,4.0,2405,1886,1,6156,0
2374477.810010153,2,5.0,2315,9885,4,6345,0
2100085.540717056,4,2.0,2776,9372,1,4545,0
1636776.380732131,1,2.0,1950,10380,2,3894,0
1555301.9449420157,2,1.0,4044,4167,4,3127,917
2331568.506587266,1,3.0,5406,12266,4,1366,4040
2579463.3732243637,2,4.0,4134,2512,1,7529,0
2465638.373900127,2,2.0,6348,12468,3,2466,3882
3753917.707371693,5,2.0,8865,11634,1,6351,2514
3334973.608922407,4,1.0,9790,8921,4,1182,8608
1494084.5259706131,4,3.0,1622,5393,4,3061,0
2865690.622886292,7,2.0,7784,7838,1,1568,6216
2433407.796741524,2,2.0,5852,2189,1,6307,0
1856488.398926084,3,4.0,2676,12927,1,1585,1091
1930366.6254397528,3,3.0,5337,4976,4,1433,3904
2766936.413801434,1,3.0,6833,6004,4,4130,2703
2827708.0422398527,1,3.0,6811,6461,4,7159,0
1890927.6005657136,5,4.0,790,12665,2,3247,0
2668699.58817199,2,2.0,8008,5078,1,2274,5734
2373572.6293217656,1,5.0,1918,11379,2,6692,0
2007118.4419536092,1,4.0,6093,6363,1,1599,4494
3173769.346209472,6,2.0,5810,7109,2,7189,0
1456491.3438900504,2,1.0,2488,12566,1,1496,992
3801901.9845712525,5,2.0,9259,11989,3,5407,3852
2324903.1608288395,1,4.0,6138,2234,2,4316,1822
3315023.8589763665,5,3.0,5670,10844,4,6472,0
2430182.399489213,4,3.0,3538,1009,4,7723,0
2251355.313197242,5,2.0,2803,6048,2,5917,0
1968556.8345189386,3,4.0,808,4571,1,6437,0
2743241.8860260015,3,4.0,2638,13358,2,6840,0
1583373.1516786541,5,3.0,2696,8286,4,1812,884
1167581.354777441,3,3.0,961,4702,4,1749,0
2358356.4050383414,4,4.0,4320,11499,4,3795,525
3325512.5820383704,2,4.0,8459,13515,2,2382,6077
2406810.978751426,3,3.0,5232,7100,2,4955,277
1479615.3645796282,3,1.0,1145,8765,3,3551,0
2419874.2829319304,5,4.0,6514,1777,1,2077,4437
2482994.618755504,4,2.0,3768,14526,3,4326,0
2797414.464596865,7,1.0,8415,6508,4,1567,6848
1917775.0080569368,7,4.0,1315,5475,3,4535,0
1554591.056387448,7,3.0,2405,3379,4,2988,0
3465066.34788268,7,5.0,8540,10117,1,4631,3909
2430154.288702305,2,3.0,5398,4640,3,5230,168
2104344.484283495,5,5.0,3704,11656,4,2219,1485
2081786.2537130818,5,2.0,1629,9356,3,4967,0
1693782.0539622982,6,4.0,2297,3897,2,3062,0
1749303.3640711438,4,2.0,3914,4267,2,2917,997
2670220.7459925725,7,1.0,2984,7106,1,7211,0
2490470.0552927493,2,3.0,6723,5334,1,4011,2712
3555242.31897638,4,4.0,8223,11518,3,4532,3691
1720075.3808990042,7,2.0,1188,5089,1,4378,0
3366247.5224491474,2,3.0,9267,3117,1,6299,2968
3314189.4710008996,4,2.0,6931,10990,2,5914,1017
2362801.107874248,5,1.0,6501,5114,3,3470,3031
2477381.476380103,5,3.0,7599,3285,2,1119,6480
2504672.00835706,1,5.0,6921,6006,2,2614,4307
3110561.455900957,3,2.0,7538,4444,2,7511,27
2743538.69363873,7,3.0,3339,8583,3,6360,0
2449781.1355283395,6,5.0,3574,12578,3,3153,421
1381959.0027035167,4,4.0,3025,3117,3,1844,1181
1775429.0851719487,6,4.0,2517,1197,2,4541,0
1857728.2916850413,1,2.0,3878,4333,1,4086,0
3544301.764972931,3,3.0,9743,12083,3,1906,7837
2692988.342900965,4,2.0,8778,1193,1,3289,5489
2572815.785069703,2,3.0,3597,8640,2,7798,0
2996848.22756635,7,4.0,8024,1131,4,4632,3392
2599200.4587066956,3,3.0,6948,7518,3,1511,5437
2021533.544501895,5,1.0,1777,10285,1,4437,0
2308984.1288445075,1,5.0,7266,1766,3,2535,4731
3991808.3369562943,3,3.0,9211,12960,2,7047,2164
2998743.1319792913,7,5.0,6570,11985,3,1918,4652
2703866.9693276198,3,3.0,7496,10660,2,1350,6146
2729406.531584499,7,1.0,7853,3418,4,2254,5599
3559489.137039845,5,3.0,9078,6559,2,7865,1213
2668456.2018757043,4,3.0,8167,6988,4,564,7603
2127224.605618899,2,2.0,513,9421,4,7788,0
2708824.6486652233,5,3.0,7897,8309,4,838,7059
2718531.765094459,2,3.0,4686,8790,1,5991,0
2846542.906450461,4,3.0,3975,14394,2,6253,0
1640355.615132467,3,2.0,503,14042,4,3901,0
2486873.6439011637,2,3.0,3790,14830,2,4575,0
2782639.5715257293,1,2.0,8430,6557,3,1683,6747
2581641.225293222,1,3.0,5326,6585,2,6321,0
3189728.6874788254,7,1.0,8040,8097,2,4522,3518
3188172.9053019686,5,1.0,6660,12836,2,5091,1569
2169019.6242140764,4,2.0,4473,9043,2,4184,289
3223164.72266984,7,2.0,7087,12591,1,3125,3962
3118310.6715932083,5,3.0,6877,12476,4,2968,3909
2445225.813357091,5,5.0,3733,11422,4,4353,0
2748768.163514012,7,3.0,1886,11594,4,7713,0
3560249.570124217,6,3.0,8043,8113,3,6336,1707
2388743.719270796,5,5.0,5292,5660,3,4011,1281
2897085.937222801,6,5.0,1697,10810,2,7973,0
1560677.2050580503,1,5.0,2785,6803,1,2352,433
3436734.178201226,1,1.0,9679,10005,1,4977,4702
2987019.904222668,5,4.0,3459,12440,2,6158,0
1575262.2611724625,1,4.0,1761,8546,2,3441,0
3557475.853086227,4,4.0,9947,5546,4,4905,5042
3410393.185477578,6,3.0,9279,1486,3,4864,4415
2585485.725808685,6,1.0,2040,10882,3,6052,0
3112975.4664438735,5,5.0,8397,12512,3,1548,6849
3159436.196987833,1,3.0,9485,11192,3,1867,7618
2610989.6866324274,2,3.0,6163,13494,2,2531,3632
3276393.34219987,7,3.0,6820,10459,2,3671,3149
3227688.206901498,7,3.0,8167,9169,3,2954,5213
2533284.5930803353,6,2.0,618,9870,4,6925,0
1423411.0633990008,5,2.0,1713,3261,4,3107,0
3366069.7153660087,5,5.0,9305,10299,4,2199,7106
2453662.4247897873,4,2.0,4734,7170,3,4985,0
3059244.922886441,3,3.0,8003,12298,4,1219,6784
2312173.5483581405,3,4.0,3973,14813,2,3645,328
2574974.2796471566,6,3.0,1789,12054,3,6700,0
1532189.6976548422,7,2.0,2880,7963,4,590,2290
765776.1904675948,4,3.0,723,5164,2,693,30
2832145.51996095,4,1.0,6179,3241,3,7037,0
2060830.4494223343,4,2.0,3140,11536,2,4067,0
4121088.7125154114,6,4.0,9678,14873,4,4795,4883
1988035.1780471047,3,5.0,1523,1556,1,6652,0
1921546.0171995384,7,4.0,2043,12539,4,2368,0
2938983.507483328,4,1.0,7504,2655,2,7911,0
3437287.580977147,7,3.0,9964,1966,1,3131,6833
1263058.2545475035,1,1.0,2279,9483,1,2318,0
1268544.0704523018,5,3.0,2200,6831,3,545,1655
3645835.5127238645,5,2.0,8499,13890,1,5426,3073
2554314.9101756015,7,4.0,4483,13613,3,2461,2022
3280323.1294918023,2,1.0,9715,10367,1,1736,7979
3077885.4433581266,2,1.0,7885,1675,1,7964,0
3441020.4357248344,6,3.0,8094,14444,3,2965,5129
2981972.095639371,6,2.0,6658,4283,2,7504,0
2835257.0132216928,5,4.0,4339,14302,3,4753,0
1581397.1224625134,1,5.0,1325,7035,1,4255,0
2177306.050164285,3,1.0,3236,1180,4,7107,0
1402419.9563366168,3,3.0,3906,1360,3,1780,2126
2584886.6599865328,6,5.0,3274,3471,3,7584,0
2829693.7645140835,1,4.0,5132,9801,1,6178,0
3219891.852744787,6,5.0,9183,7321,1,2256,6927
3212175.2586856107,3,2.0,9283,9521,4,2781,6502
2839173.4753157017,7,2.0,3234,8106,1,7825,0
2852014.931070126,6,2.0,7387,10441,3,514,6873
2212756.6295580426,4,2.0,1992,5258,3,7239,0
3534385.2918067956,7,4.0,9639,2855,3,6297,3342
2073847.6542382068,6,2.0,1182,10004,2,5642,0
2885615.9930813177,5,3.0,9320,1492,3,1426,7894
1796486.5263273101,6,2.0,4982,2829,2,1196,3786
2498332.7384784585,5,4.0,5247,8021,1,1732,3515
1321020.1176459985,1,1.0,2740,1470,2,2543,197
1501559.1135170043,3,2.0,600,2380,3,4630,0
1770393.0808976686,7,3.0,1593,13628,1,1762,0
2153536.7902635224,7,1.0,4272,11394,2,680,3592
3378558.5542548704,2,3.0,9124,5855,1,4626,4498
3131575.6166244433,2,3.0,5834,12456,1,7053,0
2128051.1003990555,3,4.0,1036,3632,2,7867,0
2152821.364721881,2,4.0,1100,4330,1,6595,0
2229022.784958151,7,4.0,3255,12493,1,2431,824
3631454.887289033,6,5.0,9010,13513,3,680,8330
3374162.909378821,1,5.0,8016,14341,4,2219,5797
2495626.2332882974,1,4.0,5441,7878,4,6214,0
2587152.752484108,3,3.0,8008,4293,1,1969,6039
2045467.4289928135,2,3.0,2027,2039,2,7199,0
3286894.0100269583,6,3.0,8762,4868,4,3629,5133
2958903.8569683195,1,5.0,5748,11181,2,6080,0
1654582.3683725316,1,4.0,943,3765,4,5556,0
3398829.945832253,4,2.0,9078,11697,3,1152,7926
2631191.223140245,4,1.0,6174,11455,3,1840,4334
2849110.5645380723,7,1.0,5695,1611,2,7223,0
1806421.3356521348,1,2.0,2369,11775,2,3750,0
2752077.3154458217,3,2.0,5148,10990,3,5744,0
2672740.5614998527,5,3.0,779,13720,2,7345,0
1527479.5096349204,5,2.0,1270,8102,1,2528,0
2577924.766437228,6,4.0,6062,7701,3,3491,2571
2276514.7122724997,1,2.0,1453,13527,3,5810,0
1071561.0874780077,1,2.0,2059,5071,3,2619,0
2881118.400981788,7,3.0,3946,14103,3,5947,0
3061818.4399859863,1,5.0,7482,9293,1,4459,3023
1658184.8046128198,3,3.0,2940,9856,3,2342,598
1975427.8249191034,4,3.0,608,4114,3,6729,0
1819773.6957046716,1,3.0,4954,2590,2,3739,1215
3167727.892129109,1,2.0,9647,8585,3,1168,8479
2815238.631574455,7,2.0,7578,3368,4,2876,4702
2221875.662077612,2,2.0,3860,14979,2,3204,656
2987321.5087642316,7,3.0,3989,5508,2,7668,0
1331383.6574547365,7,4.0,817,10119,4,595,222
1893373.315177507,3,4.0,840,13228,2,3783,0
3022538.228306313,6,2.0,4944,13321,1,5620,0
2372575.5839805193,1,4.0,2574,2850,3,7564,0
3814285.238446862,7,2.0,9329,7893,3,7324,2005
2987395.794887714,7,2.0,6178,1444,2,7374,0
3275491.351212432,2,2.0,5984,13467,3,7306,0
3305346.4672828903,7,3.0,7479,2854,2,6917,562
1197765.6192050495,5,2.0,2866,2689,3,1255,1611
2124087.6881768843,6,4.0,2065,1716,2,6738,0
3192139.844634145,1,4.0,9484,6387,2,3215,6269
1967621.01949684,1,2.0,4204,8701,2,2013,2191
3214009.645221527,2,3.0,9046,10160,1,2632,6414
2001351.3857701304,3,2.0,4701,5407,2,3199,1502
3150146.572423346,1,2.0,9256,5101,1,5195,4061
1851009.5740432045,5,1.0,3953,3595,1,3046,907
3457387.4878275557,1,5.0,9994,9829,4,1498,8496
2702373.4110022145,5,3.0,3090,13745,2,6180,0
3293962.0323775182,6,4.0,8117,10956,1,3814,4303
2465665.385227961,6,2.0,757,6818,4,7620,0
2782228.4802629426,4,4.0,6721,3618,3,5102,1619
1159481.577266687,4,4.0,1546,4551,1,2132,0
3067574.5307765566,5,4.0,7146,11307,1,2563,4583
2748286.5698735286,3,5.0,2732,8987,1,7526,0
2302898.1810268457,1,2.0,4577,1119,4,6387,0
1500235.3669385652,7,3.0,548,6059,4,2702,0
3683860.269148351,1,3.0,8859,14644,1,6108,2751
2463514.011723611,4,3.0,2353,10039,2,6824,0
2011370.48181643,7,4.0,4241,1874,4,1359,2882
1435713.7488084512,5,2.0,2568,3994,4,2711,0
3750754.156589068,7,2.0,9083,12249,3,6010,3073
2446544.3039935227,1,2.0,7957,6984,3,789,7168
2892115.6776354103,1,5.0,6323,12508,1,6505,0
2128878.940176248,3,5.0,728,4651,3,6625,0
2503598.264372086,2,3.0,3752,6785,2,5997,0
1841435.7428536853,7,3.0,851,11056,1,3380,0
1060130.6022217819,4,3.0,2772,2320,1,1015,1757
2509820.740442055,4,3.0,4537,10930,4,3689,848
3360525.9426556,2,2.0,8925,14956,1,1549,7376
2888049.6060151053,1,4.0,8957,5020,3,647,8310
1715599.8299797797,3,3.0,1357,10125,1,3434,0
2696173.947554802,3,3.0,9190,3675,1,934,8256
3902746.2718467717,4,1.0,9568,12868,3,5312,4256
1683249.9659524558,3,4.0,4694,3661,4,1622,3072
2179573.3285456863,6,4.0,2892,14671,2,3197,0
1944960.2073456943,2,3.0,3824,10563,3,1275,2549
3151739.8812312693,1,4.0,6761,6556,2,7557,0
2699013.4731947463,6,3.0,5451,8639,2,5619,0
1612328.936014984,2,3.0,1932,1274,2,5764,0
1831091.0433519282,5,3.0,980,11869,1,3640,0
3158369.904708877,7,4.0,8691,4136,2,785,7906
1805585.7518685872,4,3.0,3470,1068,4,4178,0
2584321.515536939,3,4.0,2165,3774,4,7578,0
906744.2868239807,5,3.0,828,5404,4,560,268
1889728.364677462,3,4.0,3754,3194,1,3943,0
3962954.569581385,6,4.0,9108,9769,3,7691,1417
2522638.1864604303,1,3.0,7750,5271,4,2116,5634
1656295.7923439378,1,4.0,2801,11440,2,2792,9
982102.4258928585,1,3.0,1444,4407,1,1749,0
2494578.467091242,3,5.0,2552,12390,1,5214,0
3865686.505652683,5,4.0,9671,7856,4,6678,2993
3125384.9840619173,1,2.0,8203,6758,2,4546,3657
2951028.647962397,5,4.0,1951,10366,2,7785,0
2966468.3001055713,3,3.0,8418,2184,4,3760,4658
2260381.6811593445,6,5.0,4503,1229,2,5054,0
2537357.065053217,5,4.0,2086,8098,1,7483,0
2025682.9895634502,6,1.0,889,6729,1,5378,0
1868862.2533052603,3,3.0,4228,11137,4,791,3437
3334476.9586563366,3,3.0,9541,4984,2,3693,5848
3573041.5428699525,4,4.0,8507,10396,3,6954,1553
3518409.9678505175,3,4.0,9510,10037,4,4248,5262
2403913.126935554,3,2.0,4135,4788,1,6602,0
2931748.504702284,2,4.0,6980,14781,4,1073,5907
1692981.134431227,1,3.0,3154,9618,4,1331,1823
2229253.2110205395,4,2.0,4606,6935,1,4506,100
3802046.383698551,7,2.0,9181,12345,3,4813,4368
1551991.2185825051,4,2.0,2819,10619,4,853,1966
2842651.8539893525,4,2.0,6652,9669,3,3262,3390
2710343.3505411507,7,2.0,3434,2954,3,7657,0
2857951.27995765,2,1.0,9838,2056,1,1279,8559
2619466.3865967123,6,4.0,3323,14037,4,4595,0
2037513.4002519867,3,2.0,3005,3640,4,4923,0
2917614.654603784,1,2.0,7579,3914,3,5755,1824
2650322.219419457,5,2.0,8298,4531,4,1308,6990
3203056.983288953,7,3.0,8369,1513,3,4664,3705
3408677.4384945454,6,3.0,7434,12681,1,3680,3754
3551639.633261724,7,2.0,9503,5427,1,5565,3938
2452431.0180626656,3,3.0,555,10631,1,7414,0
3501924.4425985604,2,4.0,9399,1532,3,5150,4249
1890388.0677356191,7,2.0,1509,11244,4,2968,0
2653629.763019463,3,3.0,4618,4926,4,7241,0
2314271.4765892597,3,3.0,3816,13591,2,4012,0
1781117.6802593702,2,2.0,3989,3911,2,3852,137
1908482.0671999785,4,4.0,4826,4268,1,3063,1763
2561656.795554428,4,4.0,4805,2277,4,7597,0
2187596.0513845934,1,4.0,5781,1866,3,4120,1661
2406124.22598686,1,2.0,1693,8929,3,7803,0
2940953.6004339177,4,5.0,5494,12077,3,5073,421
3414151.684941828,6,3.0,8006,6714,4,6652,1354
3668757.055010862,5,2.0,8469,11245,4,6210,2259
2908059.122213879,3,3.0,1997,13429,1,7910,0
4041704.895740133,5,4.0,9942,13662,2,7007,2935
3436262.9756661467,3,4.0,9564,14436,4,951,8613
1727247.6257789452,4,2.0,2910,7538,3,3331,0
3464737.249964088,1,2.0,9166,14478,4,3052,6114
2276726.468900971,6,4.0,5631,6800,2,2207,3424
2534992.003101412,1,5.0,4066,6143,2,7394,0
3193425.2402271456,5,2.0,4548,10898,3,7732,0
2404745.5714745256,1,4.0,7427,3156,1,1537,5890
2446989.150566773,4,3.0,5124,11449,2,5326,0
3251328.2962041763,6,4.0,8962,10417,2,625,8337
3093174.2886226056,5,3.0,7181,10625,2,4109,3072
3207640.0096354783,6,3.0,6517,7940,2,7522,0
2617947.838203714,3,4.0,7300,3049,2,3547,3753
3549662.7417988153,1,5.0,7505,11013,4,7920,0
3163653.493462924,6,2.0,4051,11982,3,7427,0
2371323.150537567,2,3.0,5085,3813,4,5839,0
1736235.167100711,1,2.0,4957,2134,1,1956,3001
2836391.351717089,3,2.0,4383,8753,2,7501,0
3473773.1728531024,6,4.0,9686,7219,1,4798,4888
1695818.3974252555,5,2.0,1268,2976,1,5201,0
3528004.800561472,3,4.0,9236,10448,3,5095,4141
2845744.084341023,2,3.0,5574,11426,4,5935,0
3655250.0825973204,6,5.0,9623,14586,1,722,8901
3256507.2724306816,7,2.0,8782,4013,1,4533,4249
2246718.7678058515,7,1.0,4833,5983,1,4231,602
3417363.7034767913,4,1.0,7691,13498,1,6096,1595
3585799.5211267653,1,4.0,9542,7494,2,5949,3593
3299958.313522562,5,3.0,8048,6920,3,6533,1515
1789527.1841487188,4,1.0,3468,3369,3,4465,0
2364089.7135713203,6,4.0,3159,1206,3,7726,0
1917563.4205510686,7,5.0,1133,13170,1,2706,0
1923936.8736613523,7,4.0,3728,10305,1,1143,2585
3664884.3671920816,7,2.0,9916,5160,2,4851,5065
1784783.9298688078,6,2.0,1748,7559,1,3470,0
2405129.1659458224,7,4.0,1482,2022,4,7173,0
1671202.250893509,3,3.0,3010,8765,4,2226,784
2788721.926091993,6,2.0,4350,14603,1,4818,0
2362560.2658106703,5,2.0,5258,3524,4,5126,132
2730309.644839323,4,5.0,4493,10656,4,6554,0
1886167.5998337683,5,2.0,1489,9561,3,4917,0
2121127.2844649623,2,4.0,2116,11912,1,4417,0
3514552.2443680973,7,3.0,7521,11893,3,4439,3082
3160454.384778599,2,4.0,9116,5527,4,5470,3646
2731322.924469256,1,4.0,2135,11478,3,7969,0
2896348.3295908645,1,3.0,6895,5388,4,6863,32
2708245.4308951846,2,2.0,5718,7380,3,6809,0
1758531.4974711551,6,4.0,677,7788,1,4534,0
2104553.411756757,5,2.0,5751,2841,4,2704,3047
1796338.4409277411,2,4.0,1219,13988,1,4331,0
2090657.6549147067,1,4.0,3628,6845,2,5548,0
2949383.818806988,2,3.0,7535,9516,4,2802,4733
2366694.490166657,6,2.0,3289,9036,3,5283,0
3429792.3869782677,2,2.0,9345,7565,2,4519,4826
2787072.923704639,5,4.0,6761,5525,1,6307,454
3218062.2278439957,4,1.0,9181,5449,1,3564,5617
3010052.9995186105,6,5.0,7400,10870,1,688,6712
2604970.412087459,1,5.0,8023,10711,2,950,7073
1901758.5126821685,5,2.0,1107,5388,4,5795,0
2160342.4544316656,2,1.0,4091,3842,4,5701,0
2699604.6387021556,2,3.0,6145,11863,1,2299,3846
2535953.1400106926,4,5.0,4619,10472,1,5437,0
2507773.4316345938,1,3.0,5811,6532,1,4297,1514
2877365.0654901057,1,2.0,9444,5476,2,587,8857
2645875.2674631835,3,4.0,3548,6319,2,7990,0
1921675.5788416676,1,2.0,4944,1224,1,3952,992
2420479.418391945,4,2.0,4620,10094,3,2305,2315
2070454.5800597982,7,2.0,1514,5766,4,5643,0
2094748.4533995753,3,3.0,5396,6413,2,1969,3427
3149047.62452617,3,2.0,7553,9798,4,6061,1492
4140930.407337616,2,3.0,9650,13730,2,6381,3269
1474948.2556771077,2,4.0,2091,13469,3,917,1174
1843663.6043383966,1,3.0,3088,12763,2,3346,0
1596137.0834128608,3,4.0,3038,9633,4,974,2064
3126014.5562174176,2,1.0,9482,3655,3,4640,4842
2532861.4200369497,4,3.0,6681,6401,3,2704,3977
2087965.032641739,2,1.0,4894,14231,3,618,4276
2282801.7844168833,6,3.0,3598,13554,3,3472,126
4010375.172848305,6,2.0,9339,12798,4,6114,3225
2649523.6823622747,2,2.0,6376,3977,3,5217,1159
885953.756664013,3,1.0,1975,1800,4,1714,261
2164619.239561905,7,2.0,5704,3512,2,2533,3171
3094581.9296998647,7,3.0,8237,1992,4,4131,4106
2633795.292301366,3,3.0,5575,14697,1,1919,3656
3693944.5853226245,5,1.0,9815,7256,3,4033,5782
3912432.0818990264,7,4.0,9307,8484,4,5006,4301
3877832.385984968,6,3.0,9976,11371,2,5538,4438
2404436.8478886904,4,3.0,4172,10116,1,5813,0
2337045.4026857154,3,4.0,3355,3025,1,6680,0
925806.6744510405,1,2.0,2123,2774,2,625,1498
3494284.4028965896,6,2.0,6136,14162,1,6688,0
3954758.1679465575,4,3.0,9832,11342,1,5804,4028
2669066.6319562388,4,5.0,3330,5777,4,7685,0
3700543.100659013,3,3.0,9190,12218,3,4082,5108
2163846.290799034,4,4.0,5182,4256,4,3900,1282
3756687.320706188,3,4.0,9795,11305,3,2320,7475
1859488.2117182591,7,3.0,3589,3182,4,2859,730
2345467.0002414733,2,4.0,2252,5152,2,7869,0
2559598.8703470365,6,3.0,4514,14613,3,3591,923
1703115.6355954385,5,3.0,1113,9981,1,3288,0
1572770.19533188,2,3.0,1143,6002,1,4496,0
1641370.6897340354,6,4.0,1635,7048,4,2937,0
1931477.6228792868,3,3.0,4199,1693,3,5340,0
1987721.7198274082,6,1.0,661,10875,2,5005,0
3150324.790276057,7,4.0,6569,8940,2,4784,1785
2615765.9547005766,3,4.0,3902,13099,3,5705,0
1950822.6569133413,2,5.0,4493,8181,2,1129,3364
2109739.255458511,1,3.0,5355,3946,4,2718,2637
1181260.5235484962,1,1.0,556,13753,2,1186,0
2284249.2832167703,6,1.0,5784,2023,1,5081,703
1805634.385373109,1,4.0,3737,10657,3,964,2773
2650291.24352605,3,1.0,5402,9218,3,4724,678
2562875.376316329,4,5.0,6496,1771,1,4306,2190
2209821.9284623973,3,2.0,1119,6503,1,6844,0
2596513.9705919814,4,5.0,5374,9130,3,3085,2289
1520071.0769040755,2,4.0,3113,7463,3,2225,888
3253272.7495140037,5,4.0,7641,5314,1,5093,2548
2940477.4676827695,4,2.0,5873,4803,2,7020,0
1215395.0788446083,1,3.0,3335,2877,4,761,2574
3006884.4842098816,3,1.0,9357,2193,1,2284,7073
3301471.6737689413,2,2.0,8819,10628,4,3681,5138
1852967.852359278,1,2.0,4057,2615,2,4913,0
1926565.3292756085,2,4.0,4671,3466,3,4149,522
2951521.4717996367,5,1.0,5482,13050,3,6301,0
3133927.8717630995,7,5.0,7425,4187,3,5134,2291
1837821.9951410196,3,1.0,1134,7749,3,5428,0
2535581.9245266872,6,3.0,4108,2998,3,7441,0
